text;class;keyword_label;valder_label;textbloc_polarity_label;textbloc_subjectivity_label;happy_transformer_label;bert_label;suicidal_bert_label;polarity_modele;Naif;modele_groupement_score;groupement_all_modele_par_3;groupement_all_modele_par_4;groupement_all_modele_par_5;groupement_all_modele_par_4_subjectivity50;groupement_all_modele_par_4_subjectivity75;groupement_all_modele_par_5_subjectivity50;groupement_all_modele_par_5_subjectivity75;groupement_best_modele_par_2;groupement_best_modele_par_3;groupement_best_modele_par_2_subjectivity50;groupement_best_modele_par_2_subjectivity75;groupement_best_modele_par_3_subjectivity50;groupement_best_modele_par_4_subjectivity75
hey Golden is here with me and just wanted to say Hi and have a great morning;0;0;0;0.55;0.625;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Even I can t run that far  Yet;0;0;0;0.1;1.0;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;1;1;0;0
Lol good id we should all dress up as twitt bird and listen to twit podcast all night   thanks;0;0;0;0.5666666666666667;0.5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Thanks for helping share the PostRank love;0;0;0;0.35;0.4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
is now washed and dressed;0;1;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AWWWWWW  i really wish i could be there to give ya some serious TLC Rachel hun    sending ya huge HUGZ AND KISSES;0;0;0;0.0888888888888889;0.5888888888888889;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
just watched chris moyles quiz night from last night  alan carr is too funny  he s the best;0;0;0;0.4166666666666667;0.4555555555555555;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
She s soo cute Good luck with the museum thing    lol;0;0;0;0.6666666666666666;0.7666666666666666;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Working like crazy;0;1;0;-0.6;0.9;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I  love  it  SO exciting to see new growth everywhere  insects making most of first pollen  bustling in hedges  birdsong;0;0;0;0.3372727272727273;0.5375757575757576;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chillin with Lucy   beautiful day today;0;0;0;0.85;1.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Trying out  quot Delicious Library 2 quot  with mixed results The bar code thought I wanted to add a sport bra instead of a drill Cool app tho;0;0;0;0.45;0.6333333333333333;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Ha ha I started something with the Rocquestar thing  didn t I;0;1;0;0.0;0.0;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
Awake    hopin my big brother gots time 4 me 2day  just a lil bit atleast  Yay but Katelyn might come up to hang with me;0;0;0;0.0;0.1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
We were approved for a cute townhome so much closer to work  I m so excited;0;0;0;0.3583333333333333;0.65;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Stanford Summit 2008 short video http   www youtube com watch v YAxcVIJu XQ   Remebering magical  funtastic roller coaster ride;0;1;0;0.25;0.65;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
I ate candy cigarettes but I didn t eat the wax once I drank the coke  I did however eat the candy lips;0;1;0;0.0;0.0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Hey Mariedees  Welcome to our Twitter feed  G mornin  to ya;0;0;0;0.8;0.9;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
niiiceee;0;1;0;0.0;0.0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
prays for his new job career  praise god i got a new job;0;0;0;0.1363636363636363;0.4545454545454545;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I LOVE sleeping until I m FINISHED;0;0;0;0.5;0.6;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Just had a conversation with  about how  dependent  we seem to be of internet and mobile phones nowadays;0;0;0;0.0;0.0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
More deinstallation fun  wielding power drills  amp  being in love with my spreadsheet organization;0;0;0;0.4333333333333333;0.4333333333333333;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
is reading through some interesting articles on our own Extranet  surprisingly good stuff;0;0;0;0.6;0.7000000000000001;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
People say they feel expressionistic   I ve never heard them say pointalistic;0;1;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
yeah  I remembered reading about that  I think someone else mentioned it There s still room in the market;0;1;0;0.0;0.0;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
Taking son to have his braces taken of Big day in teen age boy s life;0;0;0;0.0;0.05;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
getting ready for class  much rather sleep;0;1;0;0.2;0.35;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
I want one of those http   bit ly 9m1kO;0;1;0;0.0;0.0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Oh  the puns  The bad  bad puns  I think I ll quite like the new clear sounds though x;0;1;1;-0.2909090909090908;0.5428030303030302;1;0;0;1;1;2;0;0;0;0;0;0;0;1;0;1;0;0;0
Sitting in the studio talking to Danniee Beee who is ignoring me as he is adding friends to his Facebook that is until he reads this;0;1;0;0.0;0.0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
homework ALL day    2 assignments due by 4 30  but they re almost done;0;0;0;-0.125;0.375;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Hmmm    my mom    well    thanni thelichu vettutaanga;0;0;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tomorrow is going to be GREAT    Altho if I get eaten by a dinosaur Im blaming Sophie;0;1;0;0.8;0.75;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Yes  the gloves are my pattern  I ve made lots of gloves on my looms;0;1;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tyson smells like cookies;0;0;0;0.0;0.0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
I do I thank them for example when their code doesn t have many bugs  or when they make it easy for me to automate;0;0;0;0.4666666666666667;0.6666666666666667;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sch   nes Marketingwort  Stimulus Package http   www dkny com sweepstakes sweepstakes php;0;1;0;0.0;0.0;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
hey black hair suits u by the way;0;1;0;-0.1666666666666666;0.4333333333333333;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;0;1;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
phillies game with becca tonight;0;1;0;-0.4;0.4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
thats a killing smile   i m flattered;0;0;1;0.3;0.1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
and the consensus was;0;1;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I m attempting to make Hot Cross Buns with Bella  amp  Ari;0;0;0;0.125;0.425;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
interesting to note how twitter is like branding  the more you tweet  the more people follow   thanks for the follow Alister  Mark  Greg;0;0;0;0.425;0.425;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Good morning  everyone  I hope you have a great start to the day   raises cup of coffee;0;0;0;0.75;0.675;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
gettin off the internet    gonna finish my hair;0;1;0;0.0;0.0;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
We can all have a fun ladies night  Anyone can join;0;0;0;0.3;0.2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
How s the ski jumping going  Have you beat the missus yet;0;0;0;0.0;0.0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
looks like u found all the beer;0;0;0;0.0;0.0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
pardon was just a little ad I   m currently testing twitter a bit  didn   t want to confuse anyone;0;1;0;-0.09375;0.45;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
Bon courage pour Magento;0;1;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
www youtube com Titomi15  WATCH THE VIDEOS COMMENT amp SUSCRIBE    amp  FOLLOW me   Cheers x;0;0;0;0.0;0.0;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
My Cowley Road E P  has been re released on itunes  If you don t have it  get it;0;0;0;0.0;0.0;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
The one we were looking out for;0;0;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
welcome to the  quot twittersphere quot    i like your name for it it s fun but can get super addicting;0;0;0;0.4777777777777778;0.5888888888888889;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tellin two of my bffl   s to sign up here;0;1;0;0.0;0.0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
www youtube com Titomi15  WATCH THE VIDEOS COMMENT amp SUSCRIBE    amp  FOLLOW me   Cheers x;0;0;0;0.0;0.0;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
Is awesome i do believe you re all jealous  But i sorta dont wanna go to dancing tonight  Someone else drive me;0;0;0;1.0;1.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buy an Mac yay;0;0;0;0.0;0.0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Watching ellen show;0;1;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
it wont be miserable for at least 2 weeks tho;0;1;0;-0.65;0.7;1;1;0;0;1;2;0;0;0;0;0;0;0;1;0;1;0;0;0
I took a Twitter break  now I m back;0;1;0;0.0;0.0;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
gigglessssssss  Ya ll are awesomesauce;0;1;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Morning  Just watching 90210 from last night  Waiting for a text from my friend;0;0;0;0.0;0.0666666666666666;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
haha 2 am lol omg IM FREEZING TOO   haha;0;1;0;0.3999999999999999;0.4333333333333333;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
Bed time;0;1;0;0.0;0.0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Thanks to everyone who s sent me work this year    You ll pleased to know I ve just planted 85 trees in India with some of the profits x;0;0;0;0.35;0.6;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
and that s why we are in the classrooms working with them  Right;0;1;0;0.2857142857142857;0.5357142857142857;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10x man any tips or ideas;0;0;0;0.0;0.0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
I know that s real  My bf fell asleep  amp  I m editing video    XO;0;0;0;0.2;0.3;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
Misery loves company;0;0;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Disneyland was great      Got to go and pick up the kitties in a minute;0;0;0;0.8;0.75;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
just added a little more grist to the mill;0;0;0;0.15625;0.5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Does anyone know where I can buy piano sheet music for the Script  Because I m reluctant to order it online if I can buy it in Dublin;0;0;1;0.0;0.0;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;0;0;0;0
yah  hope so btw  if you want to  we could do dinner this thursday;0;1;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
But the dip keeps following me  Neh gaat alweer stuk beter gelukkig  Just one of those days;0;0;0;0.0;0.1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
arreeyy   mad   o   wat  i m wit u   coz maine bhi   intro hi start kiya;0;0;1;-0.625;1.0;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;1;1;1
just some teething problems  my new house  amp  I will be friends;0;0;0;0.1363636363636363;0.4545454545454545;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
i love your shh tattoo   did it hurt  i think i m gonna get it;0;1;0;0.5;0.6;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
are you expecting;0;1;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Good morro  I had a dream that I was banned from GGUI;0;0;0;0.7;0.6000000000000001;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
eating pre peeled oranges  too lazy to peel my own orange;0;1;1;0.175;1.0;1;0;0;1;1;2;0;0;0;0;0;0;0;1;0;1;1;0;0
Thanks  It s certainly better than it was midday yesterday  At one point I was walking around like Kryten from Red Dwarf;0;0;0;0.2333333333333333;0.2333333333333333;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I have chorus today  That makes me happy;0;0;0;0.8;1.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
oh shit   this could get out of hand and theres no dancing at my place   no hoe down  no shindig  nada;0;0;1;-0.1777777777777778;0.5444444444444445;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
hi hi;0;1;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Thanks Bro   Baru dpt login WC td lps reset password balik;0;0;0;0.2;0.2;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
Going to the toilet cause I have to take a leak for over an hour now;0;1;1;-0.0333333333333333;0.0;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;0;0;0;0
Home  Had uni today  got results back  HD  YEHHH  Its been 3 yrs  why am i always thinking of the wat ifs;0;0;0;0.0;0.0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
celebrate my bday on klg s anniversary bday shout out  can t wait to watch;0;1;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I could but then there would be too much people around admiring me Can you send me the address of that cava bar pleaaase;0;0;0;0.2;0.2;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
fingers are firmly crossed for you  any advice  give me a shout;0;0;0;-0.2;0.4;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ok  everyone who s racing this weekend  dm me with a picture of your car  amp  the make and model  i ll put it all up on my blog;0;1;0;0.5;0.5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bye bye   Going to sleep    finally    XDDDD   D   P;0;1;0;0.0;1.0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
uh oh you re in trouble;0;1;1;-0.2;0.2;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;0;0;0;0
I m all for the Fair Tax  or Bush s deficit back  Something;0;1;1;0.35;0.45;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;0;0;0;0
searching for a good dress  any care to help me;0;0;0;0.7;0.6000000000000001;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
hahas sucks to be you;0;1;0;-0.3;0.3;1;1;1;1;1;2;1;0;0;0;0;0;0;1;0;0;0;0;0
Time to fly  Ord dca ord clt 16hrs clt ord iad mco 13hrs mco ord hm in time for date night;0;0;0;0.8;0.9;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
What about Blur   Song  2;0;1;0;0.0;0.0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Is glad she got changed 3 times this morning xD its lovely  amp  sunny;0;0;0;0.5;0.875;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Just broke 10 000 in Xbox 360 Achievements;0;0;1;0.0;0.0;0;1;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
NP  Lol  hhmm will Danny and Jordan join in  Danny maybe Jordan  me hopes not;0;1;0;0.8;0.7;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;1;0;0;0
eating as usual    cant wait for Pogo thursday night  whoop;0;0;0;-0.25;0.25;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
watch out for the 2pm brick wall that jumps out at you once the caffeine rush ends;0;0;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Glad to hear you re making the switch  You will not be disappointed;0;1;0;-0.125;0.875;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
So true  nothing induces madness like trying to figure out why ppl do what they do Hope today with yr little one is wonderful x;0;0;0;0.3875;0.7166666666666667;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
going for a four mile night run    around the old B 52 bomber on Andersen  gotta tape my ankles;0;0;0;0.1;0.2;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
hb;0;1;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
my is school comtuper chat makeing;0;1;0;0.0;0.0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
love the new song  and the chorus is real nice and catchy  gud job  who did the track and recording jordan;0;0;0;0.5121212121212121;0.6848484848484849;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Got a  quot thing quot  for doctor chics;0;0;0;0.0;0.0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
still listening to some great music I got yesterday  amber pacific is awesome;0;0;0;0.9;0.875;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I think it may be time for some really dirty songs from Nickelback lol;0;1;1;0.1;0.75;1;0;0;1;1;2;0;0;0;0;0;0;0;1;0;1;1;0;0
http   twitpic com 2tu6p   take care guys;0;1;0;0.0;0.0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
i have forgotten how much i love my Nokia N95 1;0;0;0;0.5;0.6;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
yumm jeremy kyle and a bacon sandwich;0;1;0;0.0;0.0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Nice pictures  Glad your having a good time;0;0;0;0.6;0.8666666666666667;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
narrated by Dave Smalley     my hero    this cannot go wrong;0;1;0;-0.5;0.9;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
When my Bottle Pop Shake me;0;1;1;0.0;0.0;1;0;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
ah     90 s pop was so good;0;0;0;0.7;0.6000000000000001;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hello  world    Tis my first tweet;0;1;0;0.25;0.3333333333333333;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
www youtube com Titomi15  WATCH THE VIDEOS COMMENT amp SUSCRIBE    amp  FOLLOW me   Cheers x;0;0;0;0.0;0.0;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
gonna go cut up some chickeeeen;0;1;1;0.0;0.0;1;0;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
I will have a stan chart card not because i want it but because its the only way for me to access money that i have earned;0;1;0;0.0;1.0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Waiting for the train so I can go to Ellen s and have fish pie for dinz  I have been waiting for this moment all my life;0;0;0;0.0;0.0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
The road s not the widest and smoothest  but there s some great clear views on the way up if you turn your head to the right;0;1;0;0.3952380952380952;0.5563492063492063;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alrite thanxx;0;1;0;0.0;0.0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
feel like running away  far away  in a great place where no one can find me;0;0;0;0.45;0.875;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
see ya Anastasia   have a marvellous day;0;0;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
enjoyed the N Dubz gig last night   and it finished early which is always a bonus;0;0;0;0.1999999999999999;0.3555555555555555;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200 words over with still more to write  lame  burritos for tea;0;1;1;0.0;0.625;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
http   twitpic com 2y7ho   edit   my mood;0;1;0;0.0;0.0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
nope  ahm   preps for props;0;0;0;0.0;0.0;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
www youtube com Titomi15  WATCH THE VIDEOS COMMENT amp SUSCRIBE    amp  FOLLOW me   Cheers x;0;0;0;0.0;0.0;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
My commiserations  is it as bad as I had heard it is;0;1;1;-0.6999999999999998;0.6666666666666666;1;1;0;0;1;3;1;0;0;0;0;0;0;1;1;1;0;1;0
and as we turn and look to the future      very interesting times ahead;0;0;0;0.325;0.3875;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
managed to fix broken moss in 2 min and save demo  Well done  spbpuk;0;0;0;-0.4;0.4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lucky for me I m going to see that show in NY I hope that you will bring it to Europe too in the fall  I ll be there too;0;0;0;0.3333333333333333;0.8333333333333334;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
is kicking back with a beer and watching  of all things  a tacky chick flick   eh    we gotta do it now and then;0;0;0;0.0;0.0;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
we just got a picture with my boyfriend  thats what that is;0;0;0;0.0;0.0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
vacancy starring kate beckinsale and luke wilson gonna watch it fariah lynnnnnn rocks;0;1;0;0.0;0.0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
I almost feel bad for my next post  Almost;0;1;1;-0.3499999999999999;0.3333333333333333;1;0;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
Morninggggg how am i just up now when my alarm went off two hours a go;0;0;1;0.0;0.0;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;0;0;0;0
AHHHH yeah i was  but their updates were boring me so  quot unfollowed quot  them  you ll have to win and take me on holiday;0;0;0;-0.0999999999999999;0.7;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
he should tell them that his sister fixed it;0;1;0;0.1;0.2;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
welcome bro;0;0;0;0.8;0.9;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
STOP SPEAKING IN SUCH A SOPHISTICATED WAY PLEASE  it s hard for me to keep up;0;1;0;0.0694444444444444;0.6805555555555555;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
www youtube com Titomi15  WATCH THE VIDEOS COMMENT amp SUSCRIBE    amp  FOLLOW me   Cheers x;0;0;0;0.0;0.0;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
will keep that in mind  thank you for the tips;0;0;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
thanks for the photo;0;0;0;0.2;0.2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
had a wonderful day today;0;0;0;1.0;1.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Shouldn t that be life in the  car pool lane  my friend;0;0;0;0.0;0.0;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
Liking it;0;0;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
quite bored reallyyy    on the phone to my baby x;0;1;1;-0.5;1.0;1;0;0;1;1;2;0;0;0;0;0;0;0;1;0;1;1;0;0
twinelis   wine   food   nice people having fun Today at 7pm at DeliDelux;0;0;0;0.4499999999999999;0.6;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hello back at ya and Thank you;0;1;0;0.0;0.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
have fun  bet you unearth all sorts of goodies;0;0;0;0.3;0.2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
thanks David;0;0;0;0.2;0.2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
my sleep was disturbed  i am looking to end a career today;0;0;1;0.0;0.0;1;1;0;1;1;3;1;0;0;0;0;0;0;1;1;0;0;0;0
haha awww  i had amazing pizza 2day for much after my photoshoot  D i will take u out hehe  u gonna answer ur fone 2night  xx;0;1;0;0.35;0.5750000000000001;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
He he  Thanks;0;0;0;0.2;0.2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
And a following four day week;0;1;0;0.0;0.1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Last few hour in England;0;1;0;-0.1;0.0833333333333333;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
http   tr im imNg just made a new fluid icon for use with;0;0;0;0.0681818181818181;0.2772727272727273;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
heh heh but you cld use it for anything almost lol;0;1;0;0.8;0.7;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Data gov comes to life   even in the form of a jpeg image   all great things start like that   http   data gov;0;0;0;0.8;0.75;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
about time that Mc Flipside mix came out  its sooooooooooooo goooooooooood;0;1;0;0.0;0.0;1;1;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0
Cute;0;0;0;0.5;1.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
late night gaming with the guys  fun times   yesterday was a giddy day  too   lt 3;0;1;0;0.0;0.4;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Hope you had a fun time mate;0;0;0;0.3;0.2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Really good and helpful about the various Crisis in the DC Universe   I have read them all http   crisis2crisis com;0;0;0;0.35;0.55;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Looking forward to the new website;0;0;0;0.1363636363636363;0.4545454545454545;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
